#
106178,99.9608,
#
0.0485911,178187, 0.0495642,157558, 0.0324448,224158,
0.216379,90384.9, 0.217474,78701.4, 0.224225,112188,
0.375228,42420.8, 0.366896,36345.1, 0.373890,50240.1,
0.529546,19299.0, 0.530519,17064.8, 0.513764,23183.3,
0.745165,5310.26, 0.741486,4622.03, 0.748236,6588.64,
0.815011,1994.60, 0.827600,1358.99, 0.808291,2550.08,
0.943543,2111.00, 0.951845,1351.95, 0.940138,3247.19,
1.11142,578.588,  1.10747,284.960,  1.10264,960.758,
1.25327,380.440,  1.25729,229.019,  1.25440,603.716,
1.41212,178.554,  1.42371,75.4921,  1.41130,362.397,
