#
10727267, 100,
#
0.00319278,30309014,  0.00440908,25988392,  0.00197648,35347948,
0.196189,13006818,    0.206588,11688444,    0.204277,15655332,
0.358352,7.34473e+06, 0.349899,6390312,     0.357136,8565801,
0.483418,3.60003e+06, 0.475208,3.03734e+06, 0.486975,4.20018e+06,
0.637006,1796122,     0.628674,1.53887e+06, 0.631016,2.09391e+06,
0.795003,938802,      0.777002,816169,      0.788891,1111413,
0.923353,303784,      0.912193,203420,      0.929739,453487,
1.07083,179430,       1.06493,113026,       1.06779,263559,
1.23053,75618.0,      1.23588,38436.0,      1.22688,119951,
1.37521,63617.9,      1.38926,36040.2,      1.37597,105722,
1.52749,68508.1,      1.53320,33252.0,      1.50903,115432,
