     0.059    139.372     31.138
     0.223     65.438      9.819
     0.386     18.488      5.123
     0.546      7.215      1.297
     0.686      3.381      0.735
     0.826      0.805      0.498
     0.981      0.657      0.481
     1.113      0.226      0.188
