     0.176     40.944      5.486
     0.441     23.557      3.704
     0.612     20.085      3.216
     0.815     13.410      2.170
     0.996     10.390      1.392
     1.207      8.953      1.381
     1.383      9.442      1.456
     1.555      7.162      1.126
     1.736      3.785      1.424
     1.952      3.513      1.271
     2.150      3.296      1.242
     2.361      2.474      1.109
     2.564      2.065      0.716
     2.744      1.533      0.736
     2.938      1.091      0.614
