     0.189     23.808      9.083
     0.423     16.411      4.545
     0.608      6.719      2.184
     0.802      5.729      2.029
     0.974      4.209      1.413
     1.198      3.060      0.981
     1.361      2.065      0.663
     1.551      1.634      0.656
     1.744      1.485      0.650
     1.947      0.713      0.311
     2.163      0.437      0.202
     2.361      0.328      0.146
     2.546      0.393      0.184
     2.749      0.212      0.149
     2.930      0.078      0.047
