     0.168    208.236     38.242
     0.384     93.820     15.024
     0.596     63.310     12.450
     0.799     31.056      9.873
     0.979     14.756      4.457
     1.182      6.791      2.331
     1.346      4.392      1.772
     1.535      3.227      1.190
     1.734      1.307      0.556
     1.906      1.408      0.558
     2.109      0.226      0.208
