     0.034    187.530     28.991
     0.122     48.060     10.574
     0.219     15.724      6.016
     0.331     11.026      4.640
     0.430      5.525      5.045
     0.546      2.902      1.371
     0.632      1.306      0.850
     0.737      0.728      0.504
