     0.194    191.260     33.747
     0.396    110.040     16.264
     0.581     50.108      8.048
     0.793     30.403      5.080
     0.978     12.852      2.231
     1.167      5.608      0.979
     1.330      3.589      0.643
     1.520      2.109      0.508
     1.700      1.240      0.542
     1.877      0.277      0.159
     2.225      0.203      0.120
     2.529      0.087      0.080
