     0.199    289.522     65.695
     0.428    195.371     34.473
     0.618    185.258     28.822
     0.821    131.838     22.409
     1.006     87.093     16.165
     1.182     60.034      9.614
     1.359     45.536      7.577
     1.557     30.082      5.006
     1.747     17.679      3.022
     1.941     11.679      1.910
     2.157     11.433      4.986
     2.329      7.316      3.332
     2.568      7.715      3.400
     2.744      3.551      1.807
     2.943      3.666      2.507
