     0.003    282.542     43.625
     0.196    121.250     18.490
     0.358     68.468     10.140
     0.483     33.560      5.420
     0.637     16.744      2.587
     0.795      8.752      1.376
     0.923      2.832      1.166
     1.071      1.673      0.702
     1.231      0.705      0.380
     1.375      0.593      0.325
     1.527      0.639      0.383
