     0.203    321.995     51.018
     0.374     87.093     14.728
     0.634     43.640      5.986
     0.775     13.128      5.093
     0.978      8.765      2.912
     1.163      3.126      1.590
     1.339      0.810      0.527
     1.524      1.091      0.632
     1.709      0.706      0.419
