"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 4/12/22, 9:41:06 PM"


23
X,Y
-0.0524225,9492.83,
-0.0259680,100,
0.0490776,14956.8,
0.0505372,12436.2,
0.0520272,18845.0,
0.231158,4167.80,
0.242895,3162.43,
0.233742,5499.25,
0.374437,1250.29,
0.372218,904.853,
0.372735,1550.68,
0.549098,890.258,
0.554967,775.484,
0.552047,1121.69,
0.679181,423.309,
0.680762,346.599,
0.671731,593.513,
0.885800,32.4475,
0.885131,10.5501,
0.887168,49.9310,
1.10148,29.6541,
1.10707,14.6164,
1.10151,54.0437,
