"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 4/12/22, 10:23:51 PM"


20
X,Y
-0.0150840,9037.28,
-0.0103988,97.0034,
0.0342247,9217.26,
0.0407953,8290.88,
0.0335390,11063.2,
0.158668,3116.73,
0.159239,2676.91,
0.151754,3796.12,
0.247572,707.225,
0.242029,597.916,
0.246886,848.861,
0.349160,146.644,
0.342418,75.0255,
0.350474,235.067,
0.438293,161.977,
0.450063,83.0100,
0.445892,252.006,
0.541424,50.6595,
0.545195,18.5621,
0.545480,88.9917,
