"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 4/12/22, 10:30:26 PM"


20
X,Y
-0.0226260,9319083,
-0.0105702,101.533,
0.0279397,15469285,
0.0197120,11753974,
0.0209690,19130120,
0.123757,6554890,
0.118729,4.83269e+06,
0.119872,8.10840e+06,
0.224032,1.92852e+06,
0.231459,1380781,
0.219575,2.77754e+06,
0.338476,349111,
0.339904,104935,
0.330191,612579,
0.440178,826212,
0.447377,276401,
0.437264,1.79485e+06,
0.543881,221939,
0.543481,47722.6,
0.539595,305386,
