"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 4/12/22, 10:21:38 PM"


14
X,Y
-0.0121129,9319.08,
-0.0105702,101.533,
0.0363958,11760.6,
0.0431951,9954.09,
0.0415952,15240.0,
0.150154,2555.33,
0.151526,1773.73,
0.146040,3359.25,
0.243115,1018.58,
0.241458,696.156,
0.238544,1512.31,
0.332305,214.200,
0.350646,43.4127,
0.336133,399.883,
