"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 4/12/22, 10:18:49 PM"


17
X,Y
-0.00748486,101.561,
-0.00748486,101.561,
0.0449092,103.613,
0.0454234,90.3558,
0.0381671,120.569,
0.145698,11.6879,
0.141184,7.51454,
0.141241,16.8335,
0.243001,3.33474,
0.250943,2.08210,
0.238887,4.38387,
0.344418,1.64614,
0.346760,0.882262,
0.337447,2.03571,
0.446349,0.311556,
0.461833,0.135103,
0.454120,0.463100,
